Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,P1,SA,SB,SC,SD,SE,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-05-26,23:14:04.000,-33,0,97,12,0,7,100,-25,97,12,,0.0,0.00,0,0,11.0,6.8,2,99,-0.36,-0.04,-0.40,"STAB",1,-1021,-2,0,-1019,1,-1,-1,-1,-1,0x0000000000000000,1523,1508,992,1500,2012,988,988,988,988,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:04.500,-35,0,98,12,0,7,100,-32,98,12,,0.0,0.00,0,0,11.0,6.8,2,99,-0.36,-0.04,-0.40,"STAB",3,-665,-1,2,-1021,1,-1,-1,-1,-1,0x0000000000000000,1524,1508,1170,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:05.000,-36,0,100,12,0,7,100,-35,100,14,,0.0,0.00,0,0,11.0,6.8,2,99,-0.36,-0.04,-0.40,"STAB",0,-654,0,1,-1019,1,-1,-1,-1,-1,0x0000000000000000,1523,1509,1175,1500,2012,988,988,988,988,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:05.500,-36,0,100,12,0,7,100,-24,97,12,,0.0,0.00,0,0,11.0,6.8,2,99,-0.36,-0.04,-0.40,"STAB",5,-1022,-2,0,-1021,1,-1,-1,-1,-1,0x0000000000000000,1523,1508,991,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:06.000,-34,0,97,12,0,7,100,-32,99,13,,0.0,0.00,0,0,10.9,0.8,6,98,-0.36,-0.04,-0.40,"STAB",2,-1020,1,1,-1021,1,-1,-1,-1,-1,0x0000000000000000,1523,1509,992,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:06.500,-32,0,97,12,0,7,100,-31,96,12,,0.0,0.00,0,0,10.9,0.8,6,98,-0.36,-0.04,-0.40,"STAB",3,-1021,-2,1,-1019,1,-1,-1,-1,-1,0x0000000000000000,1523,1508,992,1500,2012,988,988,988,988,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:07.000,-36,0,98,12,0,7,100,-34,96,12,,0.0,0.00,0,0,10.9,0.8,6,98,-0.21,-0.02,-0.41,"STAB",3,-806,0,1,-1019,1,-1,-1,-1,-1,0x0000000000000000,1523,1509,1099,1500,2012,988,988,988,988,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:07.500,-34,0,99,12,0,7,100,-43,98,13,,0.0,0.00,0,0,10.9,0.8,6,98,-0.21,-0.02,-0.41,"STAB",1,-515,-1,2,-1021,1,-1,-1,-1,-1,0x0000000000000000,1524,1508,1245,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:08.000,-40,0,98,12,0,7,100,-29,99,13,,0.0,0.00,0,0,10.9,0.8,6,98,-0.21,-0.02,-0.41,"STAB",-1,-1022,1,1,-1021,1,-1,-1,-1,-1,0x0000000000000000,1523,1509,990,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:08.500,-37,0,99,13,0,7,100,-33,97,13,,0.0,0.00,0,0,10.9,0.8,6,98,-0.21,-0.02,-0.41,"STAB",2,-1024,-2,1,-1021,1,-1,-1,-1,-1,0x0000000000000000,1523,1508,990,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:09.000,-32,0,95,12,0,7,100,-32,97,12,,0.0,0.00,0,0,10.9,0.8,6,98,-0.21,-0.02,-0.41,"STAB",0,-1022,0,2,-1021,1,-1,-1,-1,-1,0x0000000000000000,1524,1509,991,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-05-26,23:14:09.500,-33,0,97,12,0,7,100,-26,99,12,,0.0,0.00,0,0,10.9,0.8,6,98,-0.21,-0.02,-0.41,"STAB",2,-1020,-2,2,-1021,1,-1,-1,-1,-1,0x0000000000000000,1523,1507,992,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
