Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,P1,SA,SB,SC,SD,SE,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-05-26,23:26:08.270,-32,0,99,12,0,7,100,-21,97,12,,0.0,0.00,0,0,11.1,0.2,0,100,0.10,0.01,0.02,"AIR",1,-1018,-2,0,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1508,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:08.770,-31,0,95,12,0,7,100,-22,96,12,,0.0,0.00,0,0,11.1,0.2,0,100,0.10,0.01,0.02,"AIR",5,-1018,0,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1509,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:09.270,-32,0,99,12,0,7,100,-22,98,12,,0.0,0.00,0,0,11.1,0.2,0,100,0.10,0.01,0.02,"AIR",3,-1017,-1,1,-1019,1,-1,-1,-1,1,0x0000000000000000,1523,1508,994,1500,2012,988,988,988,2012,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:09.770,-26,0,98,12,0,7,100,-23,99,12,,0.0,0.00,0,0,11.1,0.2,0,100,0.10,0.01,0.02,"AIR",1,-1018,1,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1509,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:10.270,-31,0,99,12,0,7,100,-22,99,12,,0.0,0.00,0,0,11.1,0.2,0,100,0.10,0.01,0.02,"AIR",2,-1018,0,2,-1021,1,-1,-1,-1,1,0x0000000000000000,1524,1509,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:10.770,-33,0,97,12,0,7,100,-28,97,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.10,0.01,0.02,"AIR",2,-1018,0,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1509,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:11.270,-33,0,97,12,0,7,100,-28,99,11,,0.0,0.00,0,0,11.1,0.0,0,100,0.10,0.01,0.02,"AIR",2,-1018,-1,2,-1021,1,-1,-1,-1,1,0x0000000000000000,1524,1508,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:11.770,-32,0,99,12,0,7,100,-31,99,14,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",1,-1018,0,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1509,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:12.270,-35,0,99,12,0,7,100,-28,99,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",1,-1020,0,1,-1019,1,-1,-1,-1,1,0x0000000000000000,1523,1509,992,1500,2012,988,988,988,2012,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:12.770,-32,0,97,12,0,7,100,-25,97,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",2,-1018,-1,0,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1508,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:13.270,-31,0,98,12,0,7,100,-20,98,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",2,-1020,0,0,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1509,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:13.770,-36,0,97,12,0,7,100,-31,97,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",2,-1018,-1,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1508,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:14.270,-36,0,99,12,0,7,100,-19,99,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",2,-1020,0,-1,-1021,1,-1,-1,-1,1,0x0000000000000000,1522,1509,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:14.770,-32,0,97,12,0,7,100,-22,97,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",1,-1020,0,3,-1021,1,-1,-1,-1,1,0x0000000000000000,1524,1509,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:15.270,-30,0,96,12,0,7,100,-28,96,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",1,-1018,0,2,-1021,1,-1,-1,-1,-1,0x0000000000000000,1524,1509,993,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:15.770,-30,0,99,12,0,7,100,-22,99,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",2,-1018,-1,2,-1019,1,-1,-1,-1,-1,0x0000000000000000,1524,1508,993,1500,2012,988,988,988,988,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:16.270,-29,0,98,12,0,7,100,-21,98,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",2,-1020,-2,0,-1021,1,-1,-1,-1,-1,0x0000000000000000,1523,1508,992,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:16.770,-29,0,94,12,0,7,100,-26,94,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",1,-1020,-3,1,-1021,1,-1,-1,-1,-1,0x0000000000000000,1523,1507,992,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:17.270,-27,0,97,12,0,7,100,-19,97,11,,0.0,0.00,0,0,11.1,0.0,0,100,0.57,-0.08,0.16,"AIR",2,-1016,0,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1509,994,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:17.770,-27,0,97,12,0,7,100,-20,99,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",0,-1017,0,1,-1019,1,-1,-1,-1,1,0x0000000000000000,1523,1509,994,1500,2012,988,988,988,2012,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:18.280,-28,0,99,12,0,7,100,-19,99,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",1,-1021,-1,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1508,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:18.780,-30,0,99,12,0,7,100,-19,100,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",1,-1021,-1,2,-1021,1,-1,-1,-1,1,0x0000000000000000,1524,1508,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:19.280,-29,0,99,12,0,7,100,-20,99,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",2,-1018,-2,1,-1019,1,-1,-1,-1,1,0x0000000000000000,1523,1508,993,1500,2012,988,988,988,2012,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:19.770,-27,0,100,12,0,7,100,-23,100,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",1,-1020,-1,0,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1508,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:20.270,-28,0,97,12,0,7,100,-18,97,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",2,-1020,0,0,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1509,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:20.770,-29,0,99,12,0,7,100,-16,99,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",2,-1018,-1,1,-1021,1,-1,-1,-1,-1,0x0000000000000000,1523,1508,993,1500,2012,988,988,988,988,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:21.270,-30,0,95,12,0,7,100,-25,95,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",1,-1018,-1,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1508,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:21.770,-30,0,95,12,0,7,100,-25,98,13,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",2,-1018,0,1,-1019,1,-1,-1,-1,1,0x0000000000000000,1523,1509,993,1500,2012,988,988,988,2012,991,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:22.270,-29,0,99,12,0,7,100,-19,99,12,,0.0,0.00,0,0,11.1,0.0,0,100,0.22,-0.05,0.12,"AIR",3,-1021,0,2,-1021,1,-1,-1,-1,1,0x0000000000000000,1524,1509,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:22.770,-28,0,100,12,0,7,100,-19,98,12,,0.0,0.00,0,0,11.1,0.4,1,99,0.22,-0.05,0.12,"AIR",1,-1020,0,1,-1021,1,-1,-1,-1,1,0x0000000000000000,1523,1509,992,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2025-05-26,23:26:23.270,-27,0,95,12,0,7,100,-25,96,12,,0.0,0.00,0,0,11.1,0.4,1,99,0.22,-0.05,0.12,"AIR",-1,-1018,-1,2,-1021,1,-1,-1,-1,1,0x0000000000000000,1524,1508,993,1500,2012,988,988,988,2012,990,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
